Admission No,Student Name,Class,Term,Year,Subject,Score,Grade,Class Rank,Teacher Comment
ADM-1338,Sophia Mwinyi,Grade 5 B,Term 1,2026,Physical & Health Education,62,B-,22,Good effort. Can improve with more practice.
ADM-1339,Wesley Pekeri,Grade 5 B,Term 1,2026,English,77,A-,9,Shows understanding of key concepts.
ADM-1339,Wesley Pekeri,Grade 5 B,Term 1,2026,Kiswahili,76,A-,10,Shows understanding of key concepts.
ADM-1339,Wesley Pekeri,Grade 5 B,Term 1,2026,Mathematics,80,A,5,Excellent work. Keep it up!
ADM-1339,Wesley Pekeri,Grade 5 B,Term 1,2026,Science & Technology,71,B+,18,Excellent work. Keep it up!
ADM-1339,Wesley Pekeri,Grade 5 B,Term 1,2026,Social Studies,53,C,27,Steady progress. Do more revision.
ADM-1339,Wesley Pekeri,Grade 5 B,Term 1,2026,Religious Education,67,B,17,Good effort. Can improve with more practice.
ADM-1339,Wesley Pekeri,Grade 5 B,Term 1,2026,Creative Arts,63,B-,23,Good effort. Can improve with more practice.
ADM-1339,Wesley Pekeri,Grade 5 B,Term 1,2026,Physical & Health Education,59,C+,25,Good effort. Can improve with more practice.
ADM-1340,Beatrice Mutua,Grade 5 B,Term 1,2026,English,76,A-,11,Satisfactory. Needs consistent practice.
ADM-1340,Beatrice Mutua,Grade 5 B,Term 1,2026,Kiswahili,74,B+,12,Satisfactory. Needs consistent practice.
ADM-1340,Beatrice Mutua,Grade 5 B,Term 1,2026,Mathematics,61,B-,26,Steady progress. Do more revision.
ADM-1340,Beatrice Mutua,Grade 5 B,Term 1,2026,Science & Technology,72,B+,17,Good effort. Can improve with more practice.
ADM-1340,Beatrice Mutua,Grade 5 B,Term 1,2026,Social Studies,78,A-,12,Satisfactory. Needs consistent practice.
ADM-1340,Beatrice Mutua,Grade 5 B,Term 1,2026,Religious Education,67,B,18,Very good performance. Focus on the few weak areas.
ADM-1340,Beatrice Mutua,Grade 5 B,Term 1,2026,Creative Arts,71,B+,13,Good effort. Can improve with more practice.
ADM-1340,Beatrice Mutua,Grade 5 B,Term 1,2026,Physical & Health Education,58,C+,27,Steady progress. Do more revision.
ADM-1341,Gideon Farah,Grade 5 B,Term 1,2026,English,69,B,18,Average. Put more effort into homework.
ADM-1341,Gideon Farah,Grade 5 B,Term 1,2026,Kiswahili,76,A-,11,Shows understanding of key concepts.
ADM-1341,Gideon Farah,Grade 5 B,Term 1,2026,Mathematics,62,B-,25,Excellent work. Keep it up!
ADM-1341,Gideon Farah,Grade 5 B,Term 1,2026,Science & Technology,75,A-,10,Performs well under guidance. Keep practising.
ADM-1341,Gideon Farah,Grade 5 B,Term 1,2026,Social Studies,81,A,10,Satisfactory. Needs consistent practice.
ADM-1341,Gideon Farah,Grade 5 B,Term 1,2026,Religious Education,58,C+,26,Average. Put more effort into homework.
ADM-1341,Gideon Farah,Grade 5 B,Term 1,2026,Creative Arts,71,B+,14,Steady progress. Do more revision.
ADM-1341,Gideon Farah,Grade 5 B,Term 1,2026,Physical & Health Education,77,A-,10,Performs well under guidance. Keep practising.
ADM-1342,Doreen Obiero,Grade 5 B,Term 1,2026,English,86,A,5,Below average. Extra tuition recommended.
ADM-1342,Doreen Obiero,Grade 5 B,Term 1,2026,Kiswahili,87,A,4,Shows understanding of key concepts.
ADM-1342,Doreen Obiero,Grade 5 B,Term 1,2026,Mathematics,90,A,3,Excellent work. Keep it up!
ADM-1342,Doreen Obiero,Grade 5 B,Term 1,2026,Science & Technology,74,B+,11,Steady progress. Do more revision.
ADM-1342,Doreen Obiero,Grade 5 B,Term 1,2026,Social Studies,79,A-,11,Needs significant improvement. Revise earlier topics.
ADM-1342,Doreen Obiero,Grade 5 B,Term 1,2026,Religious Education,83,A,5,Needs significant improvement. Revise earlier topics.
ADM-1342,Doreen Obiero,Grade 5 B,Term 1,2026,Creative Arts,84,A,5,Below average. Extra tuition recommended.
ADM-1342,Doreen Obiero,Grade 5 B,Term 1,2026,Physical & Health Education,78,A-,9,Average. Put more effort into homework.
ADM-1343,Esther Wanjala,Grade 5 B,Term 1,2026,English,46,C-,31,Good effort. Can improve with more practice.
ADM-1343,Esther Wanjala,Grade 5 B,Term 1,2026,Kiswahili,42,D+,31,Low effort despite ability. Needs encouragement.
ADM-1343,Esther Wanjala,Grade 5 B,Term 1,2026,Mathematics,47,C-,31,Steady progress. Do more revision.
ADM-1343,Esther Wanjala,Grade 5 B,Term 1,2026,Science & Technology,60,B-,29,Average. Put more effort into homework.
ADM-1343,Esther Wanjala,Grade 5 B,Term 1,2026,Social Studies,47,C-,31,Good effort. Can improve with more practice.
ADM-1343,Esther Wanjala,Grade 5 B,Term 1,2026,Religious Education,44,D+,32,Concept grasp is weak; repeat class exercises.
ADM-1343,Esther Wanjala,Grade 5 B,Term 1,2026,Creative Arts,47,C-,32,Good effort. Can improve with more practice.
ADM-1343,Esther Wanjala,Grade 5 B,Term 1,2026,Physical & Health Education,58,C+,28,Good effort. Can improve with more practice.
ADM-1344,Joshua Ambani,Grade 5 B,Term 1,2026,English,67,B,20,Excellent work. Keep it up!
ADM-1344,Joshua Ambani,Grade 5 B,Term 1,2026,Kiswahili,62,B-,25,Satisfactory. Needs consistent practice.
ADM-1344,Joshua Ambani,Grade 5 B,Term 1,2026,Mathematics,73,B+,11,Very good performance. Focus on the few weak areas.
ADM-1344,Joshua Ambani,Grade 5 B,Term 1,2026,Science & Technology,73,B+,13,Satisfactory. Needs consistent practice.
ADM-1344,Joshua Ambani,Grade 5 B,Term 1,2026,Social Studies,ABS,ABS,,Absent for the examination.
ADM-1344,Joshua Ambani,Grade 5 B,Term 1,2026,Religious Education,62,B-,23,Satisfactory. Needs consistent practice.
ADM-1344,Joshua Ambani,Grade 5 B,Term 1,2026,Creative Arts,61,B-,27,Good effort. Can improve with more practice.
ADM-1344,Joshua Ambani,Grade 5 B,Term 1,2026,Physical & Health Education,68,B,19,Satisfactory. Needs consistent practice.
ADM-1345,Brian Chepkoech,Grade 5 B,Term 1,2026,English,67,B,21,Steady progress. Do more revision.
ADM-1345,Brian Chepkoech,Grade 5 B,Term 1,2026,Kiswahili,45,C-,30,Good effort. Can improve with more practice.
ADM-1345,Brian Chepkoech,Grade 5 B,Term 1,2026,Mathematics,56,C+,29,Good effort. Can improve with more practice.
ADM-1345,Brian Chepkoech,Grade 5 B,Term 1,2026,Science & Technology,53,C,31,Very good performance. Focus on the few weak areas.
ADM-1345,Brian Chepkoech,Grade 5 B,Term 1,2026,Social Studies,63,B-,26,Satisfactory. Needs consistent practice.
ADM-1345,Brian Chepkoech,Grade 5 B,Term 1,2026,Religious Education,65,B,20,Steady progress. Do more revision.
ADM-1345,Brian Chepkoech,Grade 5 B,Term 1,2026,Creative Arts,63,B-,24,Very good performance. Focus on the few weak areas.
ADM-1345,Brian Chepkoech,Grade 5 B,Term 1,2026,Physical & Health Education,48,C-,30,Average. Put more effort into homework.
ADM-1346,Rachael Gitau,Grade 5 B,Term 1,2026,English,89,A,3,Steady progress. Do more revision.
ADM-1346,Rachael Gitau,Grade 5 B,Term 1,2026,Kiswahili,83,A,7,Very good performance. Focus on the few weak areas.
ADM-1346,Rachael Gitau,Grade 5 B,Term 1,2026,Mathematics,68,B,19,Steady progress. Do more revision.
ADM-1346,Rachael Gitau,Grade 5 B,Term 1,2026,Science & Technology,70,B+,20,Steady progress. Do more revision.
ADM-1346,Rachael Gitau,Grade 5 B,Term 1,2026,Social Studies,76,A-,14,Excellent work. Keep it up!
ADM-1346,Rachael Gitau,Grade 5 B,Term 1,2026,Religious Education,83,A,6,Steady progress. Do more revision.
ADM-1346,Rachael Gitau,Grade 5 B,Term 1,2026,Creative Arts,61,B-,28,Good effort. Can improve with more practice.
ADM-1346,Rachael Gitau,Grade 5 B,Term 1,2026,Physical & Health Education,60,B-,24,Satisfactory. Needs consistent practice.
ADM-1347,Olivia Wanjala,Grade 5 B,Term 1,2026,English,61,B-,25,Steady progress. Do more revision.
ADM-1347,Olivia Wanjala,Grade 5 B,Term 1,2026,Kiswahili,70,B+,15,Excellent work. Keep it up!
ADM-1347,Olivia Wanjala,Grade 5 B,Term 1,2026,Mathematics,61,B-,27,Steady progress. Do more revision.
ADM-1347,Olivia Wanjala,Grade 5 B,Term 1,2026,Science & Technology,81,A,6,Below average. Extra tuition recommended.
ADM-1347,Olivia Wanjala,Grade 5 B,Term 1,2026,Social Studies,71,B+,20,Steady progress. Do more revision.
ADM-1347,Olivia Wanjala,Grade 5 B,Term 1,2026,Religious Education,57,C+,27,Satisfactory. Needs consistent practice.
ADM-1347,Olivia Wanjala,Grade 5 B,Term 1,2026,Creative Arts,62,B-,25,Excellent work. Keep it up!
ADM-1347,Olivia Wanjala,Grade 5 B,Term 1,2026,Physical & Health Education,84,A,4,Steady progress. Do more revision.
ADM-1348,Amos Nzioka,Grade 5 B,Term 1,2026,English,40,D+,32,Concept grasp is weak; repeat class exercises.
ADM-1348,Amos Nzioka,Grade 5 B,Term 1,2026,Kiswahili,40,D+,32,Concept grasp is weak; repeat class exercises.
ADM-1348,Amos Nzioka,Grade 5 B,Term 1,2026,Mathematics,33,D-,32,Frequent absenteeism is affecting performance.
ADM-1348,Amos Nzioka,Grade 5 B,Term 1,2026,Science & Technology,45,C-,32,Satisfactory. Needs consistent practice.
ADM-1348,Amos Nzioka,Grade 5 B,Term 1,2026,Social Studies,64,B-,23,Satisfactory. Needs consistent practice.
ADM-1348,Amos Nzioka,Grade 5 B,Term 1,2026,Religious Education,47,C-,31,Steady progress. Do more revision.
ADM-1348,Amos Nzioka,Grade 5 B,Term 1,2026,Creative Arts,54,C,29,Satisfactory. Needs consistent practice.
ADM-1348,Amos Nzioka,Grade 5 B,Term 1,2026,Physical & Health Education,41,D+,31,Struggles with this subject. Seek remedial help.
ADM-1349,Anthony Kirimi,Grade 5 B,Term 1,2026,English,58,C+,27,Good effort. Can improve with more practice.
ADM-1349,Anthony Kirimi,Grade 5 B,Term 1,2026,Kiswahili,67,B,20,Satisfactory. Needs consistent practice.
ADM-1349,Anthony Kirimi,Grade 5 B,Term 1,2026,Mathematics,54,C,30,Excellent work. Keep it up!
ADM-1349,Anthony Kirimi,Grade 5 B,Term 1,2026,Science & Technology,77,A-,8,Satisfactory. Needs consistent practice.
ADM-1349,Anthony Kirimi,Grade 5 B,Term 1,2026,Social Studies,51,C,28,Very good performance. Focus on the few weak areas.
ADM-1349,Anthony Kirimi,Grade 5 B,Term 1,2026,Religious Education,77,A-,12,Very good performance. Focus on the few weak areas.
ADM-1349,Anthony Kirimi,Grade 5 B,Term 1,2026,Creative Arts,54,C,30,Good effort. Can improve with more practice.
ADM-1349,Anthony Kirimi,Grade 5 B,Term 1,2026,Physical & Health Education,59,C+,26,Excellent work. Keep it up!
ADM-1350,Wesley Bii,Grade 5 B,Term 1,2026,English,85,A,6,Shows understanding of key concepts.
ADM-1350,Wesley Bii,Grade 5 B,Term 1,2026,Kiswahili,57,C+,28,Excellent work. Keep it up!
ADM-1350,Wesley Bii,Grade 5 B,Term 1,2026,Mathematics,69,B,16,Good effort. Can improve with more practice.
ADM-1350,Wesley Bii,Grade 5 B,Term 1,2026,Science & Technology,70,B+,21,Average. Put more effort into homework.
ADM-1350,Wesley Bii,Grade 5 B,Term 1,2026,Social Studies,85,A,2,Good effort. Can improve with more practice.
ADM-1350,Wesley Bii,Grade 5 B,Term 1,2026,Religious Education,56,C+,29,Good effort. Can improve with more practice.
ADM-1350,Wesley Bii,Grade 5 B,Term 1,2026,Creative Arts,54,C,31,Average. Put more effort into homework.
ADM-1350,Wesley Bii,Grade 5 B,Term 1,2026,Physical & Health Education,68,B,20,Excellent work. Keep it up!
ADM-1351,Godfrey Lugalia,Grade 5 B,Term 1,2026,English,81,A,7,Good effort. Can improve with more practice.
ADM-1351,Godfrey Lugalia,Grade 5 B,Term 1,2026,Kiswahili,93,A,1,Good effort. Can improve with more practice.
ADM-1351,Godfrey Lugalia,Grade 5 B,Term 1,2026,Mathematics,69,B,17,Average. Put more effort into homework.
ADM-1351,Godfrey Lugalia,Grade 5 B,Term 1,2026,Science & Technology,82,A,5,Below average. Extra tuition recommended.
ADM-1351,Godfrey Lugalia,Grade 5 B,Term 1,2026,Social Studies,84,A,3,Below average. Extra tuition recommended.
ADM-1351,Godfrey Lugalia,Grade 5 B,Term 1,2026,Religious Education,87,A,3,Satisfactory. Needs consistent practice.
ADM-1351,Godfrey Lugalia,Grade 5 B,Term 1,2026,Creative Arts,83,A,6,Very good performance. Focus on the few weak areas.
ADM-1351,Godfrey Lugalia,Grade 5 B,Term 1,2026,Physical & Health Education,69,B,18,Steady progress. Do more revision.
ADM-1352,Joyce Chebet,Grade 5 B,Term 1,2026,English,56,C+,29,Satisfactory. Needs consistent practice.
ADM-1352,Joyce Chebet,Grade 5 B,Term 1,2026,Kiswahili,69,B,18,Average. Put more effort into homework.
ADM-1352,Joyce Chebet,Grade 5 B,Term 1,2026,Mathematics,77,A-,7,Average. Put more effort into homework.
ADM-1352,Joyce Chebet,Grade 5 B,Term 1,2026,Science & Technology,64,B-,27,Satisfactory. Needs consistent practice.
ADM-1352,Joyce Chebet,Grade 5 B,Term 1,2026,Social Studies,75,A-,17,Steady progress. Do more revision.
ADM-1352,Joyce Chebet,Grade 5 B,Term 1,2026,Religious Education,76,A-,13,Good effort. Can improve with more practice.
ADM-1352,Joyce Chebet,Grade 5 B,Term 1,2026,Creative Arts,71,B+,15,Excellent work. Keep it up!
ADM-1352,Joyce Chebet,Grade 5 B,Term 1,2026,Physical & Health Education,77,A-,11,Good effort. Can improve with more practice.
ADM-1353,Stephen Tianai,Grade 5 B,Term 1,2026,English,76,A-,12,Excellent work. Keep it up!
ADM-1353,Stephen Tianai,Grade 5 B,Term 1,2026,Kiswahili,69,B,19,Very good performance. Focus on the few weak areas.
ADM-1353,Stephen Tianai,Grade 5 B,Term 1,2026,Mathematics,78,A-,6,Needs significant improvement. Revise earlier topics.
ADM-1353,Stephen Tianai,Grade 5 B,Term 1,2026,Science & Technology,77,A-,9,Good effort. Can improve with more practice.
ADM-1353,Stephen Tianai,Grade 5 B,Term 1,2026,Social Studies,84,A,4,Satisfactory. Needs consistent practice.
ADM-1353,Stephen Tianai,Grade 5 B,Term 1,2026,Religious Education,91,A,2,Excellent work. Keep it up!
ADM-1353,Stephen Tianai,Grade 5 B,Term 1,2026,Creative Arts,70,B+,16,Good effort. Can improve with more practice.
ADM-1353,Stephen Tianai,Grade 5 B,Term 1,2026,Physical & Health Education,ABS,ABS,,Absent for the examination.
ADM-1354,Patrick Barasa,Grade 5 B,Term 1,2026,English,98,A,1,Very good performance. Focus on the few weak areas.
ADM-1354,Patrick Barasa,Grade 5 B,Term 1,2026,Kiswahili,85,A,5,Needs significant improvement. Revise earlier topics.
ADM-1354,Patrick Barasa,Grade 5 B,Term 1,2026,Mathematics,95,A,2,Very good performance. Focus on the few weak areas.
ADM-1354,Patrick Barasa,Grade 5 B,Term 1,2026,Science & Technology,91,A,2,Performs well under guidance. Keep practising.
ADM-1354,Patrick Barasa,Grade 5 B,Term 1,2026,Social Studies,82,A,8,Very good performance. Focus on the few weak areas.
ADM-1354,Patrick Barasa,Grade 5 B,Term 1,2026,Religious Education,81,A,7,Steady progress. Do more revision.
ADM-1354,Patrick Barasa,Grade 5 B,Term 1,2026,Creative Arts,87,A,3,Shows understanding of key concepts.
ADM-1354,Patrick Barasa,Grade 5 B,Term 1,2026,Physical & Health Education,93,A,2,Needs significant improvement. Revise earlier topics.
ADM-1355,Meshack Wamalwa,Grade 5 B,Term 1,2026,English,81,A,8,Needs significant improvement. Revise earlier topics.
ADM-1355,Meshack Wamalwa,Grade 5 B,Term 1,2026,Kiswahili,71,B+,14,Good effort. Can improve with more practice.
ADM-1355,Meshack Wamalwa,Grade 5 B,Term 1,2026,Mathematics,72,B+,13,Steady progress. Do more revision.
ADM-1355,Meshack Wamalwa,Grade 5 B,Term 1,2026,Science & Technology,65,B,25,Very good performance. Focus on the few weak areas.
ADM-1355,Meshack Wamalwa,Grade 5 B,Term 1,2026,Social Studies,76,A-,15,Shows understanding of key concepts.
ADM-1355,Meshack Wamalwa,Grade 5 B,Term 1,2026,Religious Education,86,A,4,Performs well under guidance. Keep practising.
ADM-1355,Meshack Wamalwa,Grade 5 B,Term 1,2026,Creative Arts,68,B,18,Satisfactory. Needs consistent practice.
ADM-1355,Meshack Wamalwa,Grade 5 B,Term 1,2026,Physical & Health Education,79,A-,8,Needs significant improvement. Revise earlier topics.
ADM-1356,Kipchoge Kamau,Grade 5 B,Term 1,2026,English,65,B,23,Very good performance. Focus on the few weak areas.
ADM-1356,Kipchoge Kamau,Grade 5 B,Term 1,2026,Kiswahili,63,B-,23,Good effort. Can improve with more practice.
ADM-1356,Kipchoge Kamau,Grade 5 B,Term 1,2026,Mathematics,67,B,21,Very good performance. Focus on the few weak areas.
ADM-1356,Kipchoge Kamau,Grade 5 B,Term 1,2026,Science & Technology,59,C+,30,Steady progress. Do more revision.
ADM-1356,Kipchoge Kamau,Grade 5 B,Term 1,2026,Social Studies,82,A,9,Performs well under guidance. Keep practising.
ADM-1356,Kipchoge Kamau,Grade 5 B,Term 1,2026,Religious Education,57,C+,28,Excellent work. Keep it up!
ADM-1356,Kipchoge Kamau,Grade 5 B,Term 1,2026,Creative Arts,74,B+,10,Very good performance. Focus on the few weak areas.
ADM-1356,Kipchoge Kamau,Grade 5 B,Term 1,2026,Physical & Health Education,73,B+,15,Excellent work. Keep it up!
ADM-1357,Dorcas Mugo,Grade 6 A,Term 1,2026,English,78,A-,7,Shows understanding of key concepts.
ADM-1357,Dorcas Mugo,Grade 6 A,Term 1,2026,Kiswahili,72,B+,15,Average. Put more effort into homework.
ADM-1357,Dorcas Mugo,Grade 6 A,Term 1,2026,Mathematics,58,C+,23,Good effort. Can improve with more practice.
ADM-1357,Dorcas Mugo,Grade 6 A,Term 1,2026,Science & Technology,72,B+,12,Satisfactory. Needs consistent practice.
ADM-1357,Dorcas Mugo,Grade 6 A,Term 1,2026,Social Studies,69,B,19,Satisfactory. Needs consistent practice.
ADM-1357,Dorcas Mugo,Grade 6 A,Term 1,2026,Religious Education,59,C+,23,Steady progress. Do more revision.
ADM-1357,Dorcas Mugo,Grade 6 A,Term 1,2026,Creative Arts,81,A,5,Needs significant improvement. Revise earlier topics.
ADM-1357,Dorcas Mugo,Grade 6 A,Term 1,2026,Physical & Health Education,65,B,17,Steady progress. Do more revision.
ADM-1358,Karen Korir,Grade 6 A,Term 1,2026,English,88,A,3,Shows understanding of key concepts.
ADM-1358,Karen Korir,Grade 6 A,Term 1,2026,Kiswahili,78,A-,7,Steady progress. Do more revision.
ADM-1358,Karen Korir,Grade 6 A,Term 1,2026,Mathematics,78,A-,9,Performs well under guidance. Keep practising.
ADM-1358,Karen Korir,Grade 6 A,Term 1,2026,Science & Technology,79,A-,9,Satisfactory. Needs consistent practice.
ADM-1358,Karen Korir,Grade 6 A,Term 1,2026,Social Studies,83,A,6,Needs significant improvement. Revise earlier topics.
ADM-1358,Karen Korir,Grade 6 A,Term 1,2026,Religious Education,81,A,9,Satisfactory. Needs consistent practice.
ADM-1358,Karen Korir,Grade 6 A,Term 1,2026,Creative Arts,71,B+,11,Average. Put more effort into homework.
ADM-1358,Karen Korir,Grade 6 A,Term 1,2026,Physical & Health Education,78,A-,8,Satisfactory. Needs consistent practice.
ADM-1359,Andrew Juma,Grade 6 A,Term 1,2026,English,62,B-,24,Satisfactory. Needs consistent practice.
ADM-1359,Andrew Juma,Grade 6 A,Term 1,2026,Kiswahili,58,C+,24,Good effort. Can improve with more practice.
ADM-1359,Andrew Juma,Grade 6 A,Term 1,2026,Mathematics,70,B+,16,Very good performance. Focus on the few weak areas.
ADM-1359,Andrew Juma,Grade 6 A,Term 1,2026,Science & Technology,71,B+,15,Excellent work. Keep it up!
ADM-1359,Andrew Juma,Grade 6 A,Term 1,2026,Social Studies,74,B+,14,Excellent work. Keep it up!
ADM-1359,Andrew Juma,Grade 6 A,Term 1,2026,Religious Education,73,B+,10,Excellent work. Keep it up!
ADM-1359,Andrew Juma,Grade 6 A,Term 1,2026,Creative Arts,67,B,15,Good effort. Can improve with more practice.
ADM-1359,Andrew Juma,Grade 6 A,Term 1,2026,Physical & Health Education,70,B+,14,Satisfactory. Needs consistent practice.
ADM-1360,Gideon Mburu,Grade 6 A,Term 1,2026,English,71,B+,17,Satisfactory. Needs consistent practice.
ADM-1360,Gideon Mburu,Grade 6 A,Term 1,2026,Kiswahili,53,C,28,Steady progress. Do more revision.
ADM-1360,Gideon Mburu,Grade 6 A,Term 1,2026,Mathematics,55,C+,27,Average. Put more effort into homework.
ADM-1360,Gideon Mburu,Grade 6 A,Term 1,2026,Science & Technology,59,C+,22,Satisfactory. Needs consistent practice.
ADM-1360,Gideon Mburu,Grade 6 A,Term 1,2026,Social Studies,58,C+,25,Average. Put more effort into homework.
ADM-1360,Gideon Mburu,Grade 6 A,Term 1,2026,Religious Education,59,C+,24,Good effort. Can improve with more practice.
ADM-1360,Gideon Mburu,Grade 6 A,Term 1,2026,Creative Arts,65,B,18,Satisfactory. Needs consistent practice.
