Receipt No,Admission No,Student Name,Class,Term,Year,Amount (KES),Payment Method,Reference No,Paid By,Payment Date,Recorded By
BP-2026-1458,ADM-1264,Peninah Kimeu,Grade 4 B,Term 1,2026,15100,Cheque,CHQ-28930,Amos Kimeu,2026-02-07,Rebecca Wanjala
BP-2026-1459,ADM-1264,Peninah Kimeu,Grade 4 B,Term 2,2026,6900,Bank Transfer,RTN-45322,Amos Kimeu,2026-05-15,Andreah Smithh
BP-2026-1460,ADM-1264,Peninah Kimeu,Grade 4 B,Term 2,2026,8100,Bank Transfer,RTN-59976,Amos Kimeu,2026-06-07,Andreah Smithh
BP-2026-1461,ADM-1264,Peninah Kimeu,Grade 4 B,Term 3,2026,1100,M-PESA,QWH-74293,Amos Kimeu,2026-09-10,Andreah Smithh
BP-2026-1462,ADM-1264,Peninah Kimeu,Grade 4 B,Term 3,2026,900,Bank Transfer,RTN-89375,Amos Kimeu,2026-10-04,Andreah Smithh
BP-2026-1463,ADM-1264,Peninah Kimeu,Grade 4 B,Term 3,2026,1200,M-PESA,QWH-79636,Amos Kimeu,2026-10-14,Monica Wanjiru
BP-2026-1464,ADM-1265,Magdalene Kaelo,Grade 4 B,Term 1,2026,10000,Cash,CSH-56688,Joseph Kaelo,2026-01-12,Rebecca Wanjala
BP-2026-1465,ADM-1265,Magdalene Kaelo,Grade 4 B,Term 1,2026,7000,Cash,CSH-38138,Joseph Kaelo,2026-01-29,Monica Wanjiru
BP-2026-1466,ADM-1265,Magdalene Kaelo,Grade 4 B,Term 1,2026,13000,M-PESA,QWH-49350,Joseph Kaelo,2026-02-18,Andreah Smithh
BP-2026-1467,ADM-1265,Magdalene Kaelo,Grade 4 B,Term 2,2026,4300,M-PESA,QWH-15897,Joseph Kaelo,2026-05-19,Rebecca Wanjala
BP-2026-1468,ADM-1265,Magdalene Kaelo,Grade 4 B,Term 2,2026,4900,Cash,CSH-18295,Joseph Kaelo,2026-06-10,Andreah Smithh
BP-2026-1469,ADM-1265,Magdalene Kaelo,Grade 4 B,Term 2,2026,5800,Cheque,CHQ-99537,Joseph Kaelo,2026-07-04,Rebecca Wanjala
BP-2026-1470,ADM-1265,Magdalene Kaelo,Grade 4 B,Term 3,2026,4000,Bank Transfer,RTN-75022,Joseph Kaelo,2026-09-14,Monica Wanjiru
BP-2026-1471,ADM-1266,Kipchoge Wamalwa,Grade 4 B,Term 1,2026,14700,Bank Transfer,RTN-83947,Brian Wamalwa,2026-01-24,Rebecca Wanjala
BP-2026-1472,ADM-1266,Kipchoge Wamalwa,Grade 4 B,Term 1,2026,7700,Cash,CSH-81555,Brian Wamalwa,2026-02-09,Rebecca Wanjala
BP-2026-1473,ADM-1266,Kipchoge Wamalwa,Grade 4 B,Term 1,2026,7600,Cheque,CHQ-42488,Brian Wamalwa,2026-02-24,Andreah Smithh
BP-2026-1474,ADM-1266,Kipchoge Wamalwa,Grade 4 B,Term 2,2026,5200,Bank Transfer,RTN-87063,Brian Wamalwa,2026-05-10,Rebecca Wanjala
BP-2026-1475,ADM-1266,Kipchoge Wamalwa,Grade 4 B,Term 2,2026,9800,Cash,CSH-64404,Brian Wamalwa,2026-06-13,Andreah Smithh
BP-2026-1476,ADM-1267,Charles Hassan,Grade 4 B,Term 2,2026,15000,M-PESA,QWH-92474,David Hassan,2026-05-19,Andreah Smithh
BP-2026-1477,ADM-1267,Charles Hassan,Grade 4 B,Term 3,2026,2700,Cheque,CHQ-73932,David Hassan,2026-09-16,Rebecca Wanjala
BP-2026-1478,ADM-1267,Charles Hassan,Grade 4 B,Term 3,2026,2800,M-PESA,QWH-34896,David Hassan,2026-10-01,Andreah Smithh
BP-2026-1479,ADM-1268,Sarah Maina,Grade 4 B,Term 1,2026,16200,M-PESA,QWH-38939,Caroline Maina,2026-01-24,Monica Wanjiru
BP-2026-1480,ADM-1268,Sarah Maina,Grade 4 B,Term 1,2026,13800,M-PESA,QWH-89583,Caroline Maina,2026-02-03,Monica Wanjiru
BP-2026-1481,ADM-1268,Sarah Maina,Grade 4 B,Term 2,2026,5400,M-PESA,QWH-94448,Caroline Maina,2026-05-17,Monica Wanjiru
BP-2026-1482,ADM-1268,Sarah Maina,Grade 4 B,Term 2,2026,3500,Cash,CSH-33362,Caroline Maina,2026-06-01,Andreah Smithh
BP-2026-1483,ADM-1268,Sarah Maina,Grade 4 B,Term 2,2026,6100,M-PESA,QWH-63899,Caroline Maina,2026-06-27,Andreah Smithh
BP-2026-1484,ADM-1268,Sarah Maina,Grade 4 B,Term 3,2026,3900,Cash,CSH-46174,Caroline Maina,2026-09-16,Andreah Smithh
BP-2026-1485,ADM-1268,Sarah Maina,Grade 4 B,Term 3,2026,5100,Bank Transfer,RTN-85777,Caroline Maina,2026-10-13,Andreah Smithh
BP-2026-1486,ADM-1269,Doreen Kariuki,Grade 4 B,Term 2,2026,15000,M-PESA,QWH-96764,Frank Kariuki,2026-06-01,Rebecca Wanjala
BP-2026-1487,ADM-1269,Doreen Kariuki,Grade 4 B,Term 3,2026,3100,Cash,CSH-99233,Frank Kariuki,2026-09-12,Monica Wanjiru
BP-2026-1488,ADM-1269,Doreen Kariuki,Grade 4 B,Term 3,2026,2700,M-PESA,QWH-12361,Frank Kariuki,2026-10-12,Monica Wanjiru
BP-2026-1489,ADM-1269,Doreen Kariuki,Grade 4 B,Term 3,2026,3200,M-PESA,QWH-55522,Frank Kariuki,2026-10-12,Andreah Smithh
BP-2026-1490,ADM-1270,Moses Kimutai,Grade 4 B,Term 1,2026,7300,Bank Transfer,RTN-87801,Isaac Kimutai,2026-01-27,Andreah Smithh
BP-2026-1491,ADM-1270,Moses Kimutai,Grade 4 B,Term 1,2026,4100,Bank Transfer,RTN-82961,Isaac Kimutai,2026-02-02,Rebecca Wanjala
BP-2026-1492,ADM-1270,Moses Kimutai,Grade 4 B,Term 1,2026,6300,Cheque,CHQ-25727,Isaac Kimutai,2026-02-21,Andreah Smithh
BP-2026-1493,ADM-1270,Moses Kimutai,Grade 4 B,Term 2,2026,4500,Bank Transfer,RTN-51213,Isaac Kimutai,2026-05-21,Monica Wanjiru
BP-2026-1494,ADM-1270,Moses Kimutai,Grade 4 B,Term 2,2026,3900,Bank Transfer,RTN-26602,Isaac Kimutai,2026-06-02,Andreah Smithh
BP-2026-1495,ADM-1270,Moses Kimutai,Grade 4 B,Term 2,2026,6600,M-PESA,QWH-45795,Isaac Kimutai,2026-06-13,Rebecca Wanjala
BP-2026-1496,ADM-1271,Charity Chepkirui,Grade 4 B,Term 1,2026,13200,Cash,CSH-62629,Edwin Chepkirui,2026-02-01,Monica Wanjiru
BP-2026-1497,ADM-1271,Charity Chepkirui,Grade 4 B,Term 1,2026,4200,Cash,CSH-45491,Edwin Chepkirui,2026-02-12,Monica Wanjiru
BP-2026-1498,ADM-1271,Charity Chepkirui,Grade 4 B,Term 1,2026,12600,Cash,CSH-77147,Edwin Chepkirui,2026-02-27,Monica Wanjiru
BP-2026-1499,ADM-1271,Charity Chepkirui,Grade 4 B,Term 2,2026,15000,M-PESA,QWH-75903,Edwin Chepkirui,2026-05-22,Rebecca Wanjala
BP-2026-1500,ADM-1271,Charity Chepkirui,Grade 4 B,Term 3,2026,2900,Bank Transfer,RTN-87460,Edwin Chepkirui,2026-09-19,Monica Wanjiru
BP-2026-1501,ADM-1271,Charity Chepkirui,Grade 4 B,Term 3,2026,1700,Cash,CSH-25718,Edwin Chepkirui,2026-10-01,Andreah Smithh
BP-2026-1502,ADM-1271,Charity Chepkirui,Grade 4 B,Term 3,2026,1800,Cash,CSH-73773,Edwin Chepkirui,2026-10-10,Andreah Smithh
BP-2026-1503,ADM-1272,Catherine Mbithi,Grade 4 B,Term 1,2026,6000,M-PESA,QWH-36359,Susan Mbithi,2026-01-11,Andreah Smithh
BP-2026-1504,ADM-1272,Catherine Mbithi,Grade 4 B,Term 1,2026,2100,Cash,CSH-38650,Susan Mbithi,2026-02-09,Andreah Smithh
BP-2026-1505,ADM-1272,Catherine Mbithi,Grade 4 B,Term 1,2026,4800,Cash,CSH-61372,Susan Mbithi,2026-02-26,Rebecca Wanjala
BP-2026-1506,ADM-1272,Catherine Mbithi,Grade 4 B,Term 2,2026,4100,M-PESA,QWH-15939,Susan Mbithi,2026-05-19,Rebecca Wanjala
BP-2026-1507,ADM-1272,Catherine Mbithi,Grade 4 B,Term 2,2026,3000,Cash,CSH-88429,Susan Mbithi,2026-05-26,Rebecca Wanjala
BP-2026-1508,ADM-1272,Catherine Mbithi,Grade 4 B,Term 2,2026,7900,Bank Transfer,RTN-93107,Susan Mbithi,2026-07-05,Andreah Smithh
BP-2026-1509,ADM-1272,Catherine Mbithi,Grade 4 B,Term 3,2026,9000,Bank Transfer,RTN-23625,Susan Mbithi,2026-09-12,Monica Wanjiru
BP-2026-1510,ADM-1273,Kiplangat Oduor,Grade 4 B,Term 1,2026,10000,M-PESA,QWH-60134,Donald Oduor,2026-01-17,Monica Wanjiru
BP-2026-1511,ADM-1273,Kiplangat Oduor,Grade 4 B,Term 1,2026,20000,M-PESA,QWH-69433,Donald Oduor,2026-01-31,Rebecca Wanjala
BP-2026-1512,ADM-1273,Kiplangat Oduor,Grade 4 B,Term 2,2026,15000,M-PESA,QWH-84067,Donald Oduor,2026-05-26,Rebecca Wanjala
BP-2026-1513,ADM-1273,Kiplangat Oduor,Grade 4 B,Term 3,2026,4600,M-PESA,QWH-14234,Donald Oduor,2026-10-01,Monica Wanjiru
BP-2026-1514,ADM-1273,Kiplangat Oduor,Grade 4 B,Term 3,2026,4400,Bank Transfer,RTN-58388,Donald Oduor,2026-10-05,Andreah Smithh
BP-2026-1515,ADM-1274,Zipporah Kigen,Grade 4 B,Term 1,2026,11100,Bank Transfer,RTN-84851,Martin Kigen,2026-01-23,Andreah Smithh
BP-2026-1516,ADM-1274,Zipporah Kigen,Grade 4 B,Term 1,2026,4900,M-PESA,QWH-77015,Martin Kigen,2026-02-10,Monica Wanjiru
BP-2026-1517,ADM-1274,Zipporah Kigen,Grade 4 B,Term 1,2026,10100,Cash,CSH-31876,Martin Kigen,2026-02-17,Rebecca Wanjala
BP-2026-1518,ADM-1274,Zipporah Kigen,Grade 4 B,Term 2,2026,15000,Cheque,CHQ-66901,Martin Kigen,2026-05-31,Andreah Smithh
BP-2026-1519,ADM-1274,Zipporah Kigen,Grade 4 B,Term 3,2026,3100,Cheque,CHQ-75490,Martin Kigen,2026-10-01,Andreah Smithh
BP-2026-1520,ADM-1274,Zipporah Kigen,Grade 4 B,Term 3,2026,5900,M-PESA,QWH-73781,Martin Kigen,2026-10-10,Rebecca Wanjala
BP-2026-1521,ADM-1275,Florence Obiero,Grade 4 B,Term 1,2026,30000,Bank Transfer,RTN-39304,Brian Obiero,2026-01-26,Andreah Smithh
BP-2026-1522,ADM-1275,Florence Obiero,Grade 4 B,Term 2,2026,15000,Bank Transfer,RTN-56910,Brian Obiero,2026-06-03,Rebecca Wanjala
BP-2026-1523,ADM-1275,Florence Obiero,Grade 4 B,Term 3,2026,4100,Cheque,CHQ-57000,Brian Obiero,2026-09-10,Andreah Smithh
BP-2026-1524,ADM-1276,Rachael Githinji,Grade 4 B,Term 1,2026,30000,Bank Transfer,RTN-88570,Ian Githinji,2026-01-27,Andreah Smithh
BP-2026-1525,ADM-1276,Rachael Githinji,Grade 4 B,Term 2,2026,5300,Cheque,CHQ-58116,Ian Githinji,2026-05-12,Rebecca Wanjala
BP-2026-1526,ADM-1276,Rachael Githinji,Grade 4 B,Term 2,2026,7200,M-PESA,QWH-84448,Ian Githinji,2026-05-27,Monica Wanjiru
BP-2026-1527,ADM-1277,Anthony Njoroge,Grade 4 B,Term 1,2026,14300,M-PESA,QWH-50160,Julius Njoroge,2026-01-28,Rebecca Wanjala
BP-2026-1528,ADM-1277,Anthony Njoroge,Grade 4 B,Term 1,2026,15700,Bank Transfer,RTN-20624,Julius Njoroge,2026-02-06,Andreah Smithh
BP-2026-1529,ADM-1277,Anthony Njoroge,Grade 4 B,Term 2,2026,6800,Cheque,CHQ-32646,Julius Njoroge,2026-05-08,Monica Wanjiru
BP-2026-1530,ADM-1277,Anthony Njoroge,Grade 4 B,Term 3,2026,4000,Bank Transfer,RTN-75746,Julius Njoroge,2026-09-16,Monica Wanjiru
BP-2026-1531,ADM-1278,Mark Pekeri,Grade 4 B,Term 1,2026,14600,M-PESA,QWH-42671,Zachary Pekeri,2026-01-22,Andreah Smithh
BP-2026-1532,ADM-1278,Mark Pekeri,Grade 4 B,Term 1,2026,5000,M-PESA,QWH-80856,Zachary Pekeri,2026-01-27,Andreah Smithh
BP-2026-1533,ADM-1278,Mark Pekeri,Grade 4 B,Term 1,2026,10400,Cash,CSH-47325,Zachary Pekeri,2026-02-18,Rebecca Wanjala
BP-2026-1534,ADM-1278,Mark Pekeri,Grade 4 B,Term 2,2026,5600,Cheque,CHQ-33907,Zachary Pekeri,2026-05-23,Rebecca Wanjala
BP-2026-1535,ADM-1278,Mark Pekeri,Grade 4 B,Term 2,2026,4900,Cash,CSH-14477,Zachary Pekeri,2026-06-18,Andreah Smithh
BP-2026-1536,ADM-1278,Mark Pekeri,Grade 4 B,Term 2,2026,4500,Cash,CSH-60783,Zachary Pekeri,2026-06-12,Monica Wanjiru
BP-2026-1537,ADM-1278,Mark Pekeri,Grade 4 B,Term 3,2026,5600,M-PESA,QWH-32930,Zachary Pekeri,2026-09-30,Monica Wanjiru
BP-2026-1538,ADM-1279,Joyce Lugalia,Grade 4 B,Term 1,2026,14700,Bank Transfer,RTN-81218,Isaac Lugalia,2026-01-14,Andreah Smithh
BP-2026-1539,ADM-1279,Joyce Lugalia,Grade 4 B,Term 1,2026,7300,Bank Transfer,RTN-56613,Isaac Lugalia,2026-02-04,Rebecca Wanjala
BP-2026-1540,ADM-1279,Joyce Lugalia,Grade 4 B,Term 1,2026,8000,Bank Transfer,RTN-48182,Isaac Lugalia,2026-02-09,Monica Wanjiru
BP-2026-1541,ADM-1279,Joyce Lugalia,Grade 4 B,Term 2,2026,8000,Bank Transfer,RTN-79356,Isaac Lugalia,2026-05-07,Monica Wanjiru
BP-2026-1542,ADM-1279,Joyce Lugalia,Grade 4 B,Term 2,2026,7000,M-PESA,QWH-77973,Isaac Lugalia,2026-06-15,Monica Wanjiru
BP-2026-1543,ADM-1279,Joyce Lugalia,Grade 4 B,Term 3,2026,2800,Cheque,CHQ-42437,Isaac Lugalia,2026-09-12,Rebecca Wanjala
BP-2026-1544,ADM-1279,Joyce Lugalia,Grade 4 B,Term 3,2026,2000,Cash,CSH-67273,Isaac Lugalia,2026-10-01,Monica Wanjiru
BP-2026-1545,ADM-1279,Joyce Lugalia,Grade 4 B,Term 3,2026,4200,Cash,CSH-61184,Isaac Lugalia,2026-10-12,Andreah Smithh
BP-2026-1546,ADM-1280,Samuel Nandwa,Grade 4 B,Term 1,2026,30000,Bank Transfer,RTN-52765,Moses Nandwa,2026-01-18,Rebecca Wanjala
BP-2026-1547,ADM-1280,Samuel Nandwa,Grade 4 B,Term 2,2026,15000,M-PESA,QWH-21869,Moses Nandwa,2026-05-10,Monica Wanjiru
BP-2026-1548,ADM-1280,Samuel Nandwa,Grade 4 B,Term 3,2026,3700,Bank Transfer,RTN-77635,Moses Nandwa,2026-09-18,Andreah Smithh
BP-2026-1549,ADM-1280,Samuel Nandwa,Grade 4 B,Term 3,2026,1000,Bank Transfer,RTN-55587,Moses Nandwa,2026-10-15,Monica Wanjiru
BP-2026-1550,ADM-1280,Samuel Nandwa,Grade 4 B,Term 3,2026,2100,M-PESA,QWH-28171,Moses Nandwa,2026-10-23,Monica Wanjiru
BP-2026-1551,ADM-1281,Collins Kipchumba,Grade 4 B,Term 1,2026,30000,Cheque,CHQ-67402,Caroline Kipchumba,2026-01-22,Andreah Smithh
BP-2026-1552,ADM-1281,Collins Kipchumba,Grade 4 B,Term 2,2026,6700,M-PESA,QWH-46548,Caroline Kipchumba,2026-05-21,Monica Wanjiru
BP-2026-1553,ADM-1281,Collins Kipchumba,Grade 4 B,Term 2,2026,8300,Cash,CSH-43271,Caroline Kipchumba,2026-05-22,Andreah Smithh
BP-2026-1554,ADM-1281,Collins Kipchumba,Grade 4 B,Term 3,2026,2000,M-PESA,QWH-99679,Caroline Kipchumba,2026-09-24,Andreah Smithh
BP-2026-1555,ADM-1281,Collins Kipchumba,Grade 4 B,Term 3,2026,2500,Bank Transfer,RTN-24680,Caroline Kipchumba,2026-10-14,Andreah Smithh
BP-2026-1556,ADM-1282,Timothy Chebet,Grade 4 B,Term 1,2026,5800,Bank Transfer,RTN-79594,Kennedy Chebet,2026-01-19,Andreah Smithh
BP-2026-1557,ADM-1282,Timothy Chebet,Grade 4 B,Term 1,2026,2500,M-PESA,QWH-88455,Kennedy Chebet,2026-02-06,Monica Wanjiru
BP-2026-1558,ADM-1282,Timothy Chebet,Grade 4 B,Term 1,2026,4300,M-PESA,QWH-57167,Kennedy Chebet,2026-02-11,Rebecca Wanjala
BP-2026-1559,ADM-1282,Timothy Chebet,Grade 4 B,Term 2,2026,15000,M-PESA,QWH-99291,Kennedy Chebet,2026-05-14,Rebecca Wanjala
BP-2026-1560,ADM-1282,Timothy Chebet,Grade 4 B,Term 3,2026,3500,Bank Transfer,RTN-63929,Kennedy Chebet,2026-10-01,Monica Wanjiru
BP-2026-1561,ADM-1283,Timothy Kamau,Grade 4 B,Term 1,2026,15600,Bank Transfer,RTN-75296,Godfrey Kamau,2026-01-09,Andreah Smithh
BP-2026-1562,ADM-1283,Timothy Kamau,Grade 4 B,Term 1,2026,6100,Bank Transfer,RTN-66424,Godfrey Kamau,2026-02-02,Rebecca Wanjala
BP-2026-1563,ADM-1283,Timothy Kamau,Grade 4 B,Term 1,2026,10300,M-PESA,QWH-38988,Godfrey Kamau,2026-02-25,Rebecca Wanjala
BP-2026-1564,ADM-1283,Timothy Kamau,Grade 4 B,Term 2,2026,16000,Bank Transfer,RTN-81433,Godfrey Kamau,2026-05-20,Rebecca Wanjala
BP-2026-1565,ADM-1284,Caleb Kamau,Grade 4 B,Term 1,2026,7700,M-PESA,QWH-57169,Amos Kamau,2026-01-16,Monica Wanjiru
BP-2026-1566,ADM-1284,Caleb Kamau,Grade 4 B,Term 1,2026,5100,Cash,CSH-95175,Amos Kamau,2026-01-27,Andreah Smithh
BP-2026-1567,ADM-1284,Caleb Kamau,Grade 4 B,Term 1,2026,4600,Cheque,CHQ-17822,Amos Kamau,2026-02-22,Monica Wanjiru
BP-2026-1568,ADM-1284,Caleb Kamau,Grade 4 B,Term 2,2026,5200,Cash,CSH-10099,Amos Kamau,2026-05-30,Rebecca Wanjala
BP-2026-1569,ADM-1284,Caleb Kamau,Grade 4 B,Term 2,2026,2900,Cash,CSH-12285,Amos Kamau,2026-05-31,Andreah Smithh
BP-2026-1570,ADM-1284,Caleb Kamau,Grade 4 B,Term 2,2026,6900,Cash,CSH-16544,Amos Kamau,2026-06-07,Rebecca Wanjala
BP-2026-1571,ADM-1284,Caleb Kamau,Grade 4 B,Term 3,2026,3500,Bank Transfer,RTN-63834,Amos Kamau,2026-09-16,Andreah Smithh
BP-2026-1572,ADM-1285,Tabitha Oluoch,Grade 4 B,Term 1,2026,30000,Bank Transfer,RTN-90971,John Oluoch,2026-01-25,Andreah Smithh
BP-2026-1573,ADM-1285,Tabitha Oluoch,Grade 4 B,Term 2,2026,8100,M-PESA,QWH-18480,John Oluoch,2026-05-23,Rebecca Wanjala
BP-2026-1574,ADM-1285,Tabitha Oluoch,Grade 4 B,Term 2,2026,1800,M-PESA,QWH-35036,John Oluoch,2026-06-07,Monica Wanjiru
BP-2026-1575,ADM-1285,Tabitha Oluoch,Grade 4 B,Term 2,2026,5100,M-PESA,QWH-86202,John Oluoch,2026-06-27,Monica Wanjiru
BP-2026-1576,ADM-1285,Tabitha Oluoch,Grade 4 B,Term 3,2026,1600,Cash,CSH-25982,John Oluoch,2026-09-28,Andreah Smithh
BP-2026-1577,ADM-1285,Tabitha Oluoch,Grade 4 B,Term 3,2026,2700,Bank Transfer,RTN-81591,John Oluoch,2026-10-01,Andreah Smithh
BP-2026-1578,ADM-1286,Kipchoge Anyango,Grade 4 B,Term 1,2026,30000,M-PESA,QWH-31953,Samuel Anyango,2026-01-07,Rebecca Wanjala
BP-2026-1579,ADM-1286,Kipchoge Anyango,Grade 4 B,Term 2,2026,4700,Cash,CSH-41905,Samuel Anyango,2026-05-15,Andreah Smithh
BP-2026-1580,ADM-1286,Kipchoge Anyango,Grade 4 B,Term 2,2026,4300,Cash,CSH-16446,Samuel Anyango,2026-06-07,Monica Wanjiru
BP-2026-1581,ADM-1286,Kipchoge Anyango,Grade 4 B,Term 2,2026,6000,M-PESA,QWH-97824,Samuel Anyango,2026-06-28,Monica Wanjiru
BP-2026-1582,ADM-1287,Zachary Namukuru,Grade 4 B,Term 1,2026,13100,Cash,CSH-98035,Frank Namukuru,2026-01-31,Andreah Smithh
BP-2026-1583,ADM-1287,Zachary Namukuru,Grade 4 B,Term 1,2026,21900,M-PESA,QWH-67502,Frank Namukuru,2026-01-24,Andreah Smithh
BP-2026-1584,ADM-1287,Zachary Namukuru,Grade 4 B,Term 2,2026,9300,Bank Transfer,RTN-18895,Frank Namukuru,2026-05-17,Monica Wanjiru
BP-2026-1585,ADM-1287,Zachary Namukuru,Grade 4 B,Term 2,2026,10700,Bank Transfer,RTN-60215,Frank Namukuru,2026-06-16,Monica Wanjiru
BP-2026-1586,ADM-1287,Zachary Namukuru,Grade 4 B,Term 3,2026,9800,M-PESA,QWH-93369,Frank Namukuru,2026-09-15,Monica Wanjiru
BP-2026-1587,ADM-1288,Caleb Wanjala,Grade 4 B,Term 1,2026,5000,Bank Transfer,RTN-97027,Emmanuel Wanjala,2026-01-24,Andreah Smithh
BP-2026-1588,ADM-1288,Caleb Wanjala,Grade 4 B,Term 1,2026,9400,Bank Transfer,RTN-58313,Emmanuel Wanjala,2026-01-25,Monica Wanjiru
BP-2026-1589,ADM-1288,Caleb Wanjala,Grade 4 B,Term 2,2026,5000,Cash,CSH-93729,Emmanuel Wanjala,2026-05-31,Rebecca Wanjala
BP-2026-1590,ADM-1288,Caleb Wanjala,Grade 4 B,Term 2,2026,7200,M-PESA,QWH-66231,Emmanuel Wanjala,2026-05-27,Monica Wanjiru
BP-2026-1591,ADM-1289,Hellen Odhiambo,Grade 4 B,Term 1,2026,8200,Cheque,CHQ-21843,David Odhiambo,2026-02-01,Rebecca Wanjala
BP-2026-1592,ADM-1289,Hellen Odhiambo,Grade 4 B,Term 1,2026,21800,M-PESA,QWH-54927,David Odhiambo,2026-01-30,Andreah Smithh
BP-2026-1593,ADM-1289,Hellen Odhiambo,Grade 4 B,Term 2,2026,3800,Cash,CSH-14936,David Odhiambo,2026-05-18,Rebecca Wanjala
BP-2026-1594,ADM-1289,Hellen Odhiambo,Grade 4 B,Term 2,2026,1100,Bank Transfer,RTN-78599,David Odhiambo,2026-05-28,Andreah Smithh
BP-2026-1595,ADM-1289,Hellen Odhiambo,Grade 4 B,Term 2,2026,2500,Cash,CSH-81036,David Odhiambo,2026-06-24,Rebecca Wanjala
BP-2026-1596,ADM-1290,Moses Omollo,Grade 4 B,Term 1,2026,15200,Cash,CSH-80335,Timothy Omollo,2026-01-28,Rebecca Wanjala
BP-2026-1597,ADM-1290,Moses Omollo,Grade 4 B,Term 1,2026,5200,M-PESA,QWH-15809,Timothy Omollo,2026-01-23,Rebecca Wanjala
BP-2026-1598,ADM-1290,Moses Omollo,Grade 4 B,Term 1,2026,9600,Cheque,CHQ-98201,Timothy Omollo,2026-02-20,Monica Wanjiru
BP-2026-1599,ADM-1290,Moses Omollo,Grade 4 B,Term 2,2026,15000,M-PESA,QWH-47417,Timothy Omollo,2026-05-13,Andreah Smithh
BP-2026-1600,ADM-1290,Moses Omollo,Grade 4 B,Term 3,2026,3000,M-PESA,QWH-72824,Timothy Omollo,2026-09-26,Monica Wanjiru
BP-2026-1601,ADM-1290,Moses Omollo,Grade 4 B,Term 3,2026,6000,Bank Transfer,RTN-84214,Timothy Omollo,2026-09-27,Monica Wanjiru
BP-2026-1602,ADM-1291,Dorcas Ruto,Grade 4 B,Term 1,2026,7600,M-PESA,QWH-24987,Maureen Ruto,2026-01-18,Monica Wanjiru
BP-2026-1603,ADM-1291,Dorcas Ruto,Grade 4 B,Term 1,2026,22400,Bank Transfer,RTN-57957,Maureen Ruto,2026-02-16,Monica Wanjiru
BP-2026-1604,ADM-1291,Dorcas Ruto,Grade 4 B,Term 2,2026,7000,Cash,CSH-79485,Maureen Ruto,2026-05-28,Andreah Smithh
BP-2026-1605,ADM-1291,Dorcas Ruto,Grade 4 B,Term 2,2026,8000,M-PESA,QWH-89185,Maureen Ruto,2026-05-28,Monica Wanjiru
BP-2026-1606,ADM-1292,Dorcas Suleiman,Grade 4 B,Term 1,2026,5600,M-PESA,QWH-29916,James Suleiman,2026-01-17,Andreah Smithh
BP-2026-1607,ADM-1292,Dorcas Suleiman,Grade 4 B,Term 1,2026,7000,Bank Transfer,RTN-44840,James Suleiman,2026-01-25,Andreah Smithh
BP-2026-1608,ADM-1292,Dorcas Suleiman,Grade 4 B,Term 2,2026,4700,Cheque,CHQ-83939,James Suleiman,2026-05-17,Andreah Smithh
BP-2026-1609,ADM-1292,Dorcas Suleiman,Grade 4 B,Term 2,2026,6700,Bank Transfer,RTN-92133,James Suleiman,2026-06-09,Rebecca Wanjala
BP-2026-1610,ADM-1292,Dorcas Suleiman,Grade 4 B,Term 3,2026,6600,M-PESA,QWH-29002,James Suleiman,2026-09-29,Andreah Smithh
BP-2026-1611,ADM-1293,Vincent Makokha,Grade 5 A,Term 1,2026,8400,M-PESA,QWH-80712,David Makokha,2026-01-28,Monica Wanjiru
BP-2026-1612,ADM-1293,Vincent Makokha,Grade 5 A,Term 1,2026,21600,M-PESA,QWH-56494,David Makokha,2026-02-13,Monica Wanjiru
BP-2026-1613,ADM-1293,Vincent Makokha,Grade 5 A,Term 2,2026,9200,M-PESA,QWH-61749,David Makokha,2026-06-01,Monica Wanjiru
BP-2026-1614,ADM-1293,Vincent Makokha,Grade 5 A,Term 3,2026,2600,Bank Transfer,RTN-83365,David Makokha,2026-10-01,Monica Wanjiru
BP-2026-1615,ADM-1293,Vincent Makokha,Grade 5 A,Term 3,2026,2800,M-PESA,QWH-50727,David Makokha,2026-09-28,Rebecca Wanjala
BP-2026-1616,ADM-1293,Vincent Makokha,Grade 5 A,Term 3,2026,3600,Cash,CSH-83911,David Makokha,2026-10-14,Andreah Smithh
BP-2026-1617,ADM-1294,Edna Juma,Grade 5 A,Term 1,2026,30000,Cash,CSH-28133,Stephen Juma,2026-01-26,Monica Wanjiru
BP-2026-1618,ADM-1294,Edna Juma,Grade 5 A,Term 2,2026,4900,Bank Transfer,RTN-63578,Stephen Juma,2026-05-20,Andreah Smithh
BP-2026-1619,ADM-1294,Edna Juma,Grade 5 A,Term 2,2026,4500,Bank Transfer,RTN-94807,Stephen Juma,2026-06-01,Andreah Smithh
BP-2026-1620,ADM-1294,Edna Juma,Grade 5 A,Term 2,2026,5600,Bank Transfer,RTN-61083,Stephen Juma,2026-06-22,Andreah Smithh
BP-2026-1621,ADM-1294,Edna Juma,Grade 5 A,Term 3,2026,2500,Cash,CSH-13529,Stephen Juma,2026-09-13,Andreah Smithh
BP-2026-1622,ADM-1294,Edna Juma,Grade 5 A,Term 3,2026,1100,Bank Transfer,RTN-69905,Stephen Juma,2026-10-17,Rebecca Wanjala
BP-2026-1623,ADM-1294,Edna Juma,Grade 5 A,Term 3,2026,2500,Bank Transfer,RTN-35532,Stephen Juma,2026-10-09,Monica Wanjiru
